comment_id,author,text,time,votes,photo
UgyrvKZJwFjcT_q-Tjx4AaABAg,@sugiharningsih7603,"Yang bayar demo itu yg kasih wajan , roti dan yang, siapa ya",6 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_n7UqpNTXsWJvG05Z4vMKJiw-4iusuoRvMBhkzFc9A=s88-c-k-c0x00ffffff-no-rj
UgzS3psPkpmF69reTMh4AaABAg,@MaslianaLiana-o4d,"Akhir kata,sy cuma omon-omon.",8 jam yang lalu,1,https://yt3.ggpht.com/ytc/AIdro_m5DHdJOQs40hzoitGNZg5x-fmV6OYmJoszNAslGR0idT_rVnRjRUDprHsTC8XFm7CrIA=s88-c-k-c0x00ffffff-no-rj
UgwIVNMIzPpogkOfxiN4AaABAg,@babewaris4418,Ayam yg bertelor pasti yg berkokok . Ga heran omon doank. Buktikan. Astaghfirulloh,8 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_m-49GF64ku_dccV-lM96kZbo5MHTTYLM7FExoZMVw=s88-c-k-c0x00ffffff-no-rj
UgwAXOg6HVCdkTWRT0p4AaABAg,@andessan840,Pemimpin apa begini.. Klau tau proses bodoh.,1 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_li0yM6cYLIOWjD11MRFrJBTyO1UpGuxl0HXyI_Shaix_AohWC1X6iVYA2plRVEmtsyaw=s88-c-k-c0x00ffffff-no-rj
UgzMx-b97AHdwK339vx4AaABAg,@parwotowoto204,"Ya dibayar jelas demo2 tandingan pak sdh jelas kemarin dari wapres, kemudian mak2 demo dapet wajan, uang dan bingkisan,,,",6 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_mYhDDsCA9NfTG2PgzluZfHQpG5ifmMgJPfOK61kjZldvH8THXl33B8Pu__NmTzyraUXQ=s88-c-k-c0x00ffffff-no-rj
UgzPzk7bw1fDNS5BR-F4AaABAg,@FaidiAlfatih-c6g,Yang bayar demo ya polisi untuk bertemu qibran dan diakui oleh mahasiswa.dan kedua demo dukung mbg ygdiberi jatah amplop berisi 200 ribuan dan wajan.,3 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_lb-lBb6-rl_rxGgAnDeW8EvJQjI_nH6RhaFU61qkNyLtqKelCNJ2fbVBeKGbbGsTR3ag=s88-c-k-c0x00ffffff-no-rj
UgzJuZg35YRLem2MV5t4AaABAg,@ahmadassegaf8530,MUNGKIN MAHASISWA YG KETEMU FUFUFAFA ITU KALI WO 😂😂😂😂,8 jam yang lalu,1,https://yt3.ggpht.com/ytc/AIdro_lImVEFshLCzwKPwsKil_wI44W3fLO5VgHisdM_-Jtm5ZMsPSMXFTRot9-tSU3zW38Ftw=s88-c-k-c0x00ffffff-no-rj
UgyTdoHHB0CryODuhX94AaABAg,@TinoLeo-f6n,Inisiatif genk solo,8 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_k_iHRN_l0TsKsAqRXBnKvUhZMHXsLhXvCXgVIQHJzdJTRw7Wt_G9XEs4chamQySZQzjQ=s88-c-k-c0x00ffffff-no-rj
UgzOj7iARiEiV-xHfRR4AaABAg,@Sudarmaji-bz7zx,"Udah di cekal mahasiswa yg ngaku demo di byar... Ygblum di cekal yg ksih uang ,, tlong seger di usut .. Yg",8 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_kRdiwgGASa43GPYT-c3Z6MApteJOGOBXuLd7u6TpOt2CJm9iQ6p6u16RMmQYwe-Tke3g=s88-c-k-c0x00ffffff-no-rj
UgzglZZuEkAr5emz35t4AaABAg,@badriyanto-w9g,Mntap pak lnjutkn 2 priode😂 yg iri biar tmbah iri😂,5 jam yang lalu,0,https://yt3.ggpht.com/IIoCcYRAbmPCsO4cYUJd8ud9Lk_vqKxHAjKToU7VCl-3iImE7sw4V2tWXvFPMpjB0vviDg8ofEo=s88-c-k-c0x00ffffff-no-rj
UgzFG0mzCvLTXO_NM9h4AaABAg,@KembulDian,pasti tau lah org yg byran org pemerintahan,8 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_kvlWfpFiGDsOuWN8WC7fbTg_M3GnIyZoNdq97hjvUJDaKXfd4Br8mhKtbUbhXvgfORVQ=s88-c-k-c0x00ffffff-no-rj
UgyfyJbNE86W9ae_xG94AaABAg,@RivkyAdrianto,"Tau tapi gak nyebut, sama seperti yang Ono ...cuma bisa bilang sudah tapi belum😅😅😅",8 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_l3eSdJrs9xkcAFM7kExUd2KzasO2x_y1BOcwBOQFRsO4jhq02GQpbHzLNdWF64M9fNlQ=s88-c-k-c0x00ffffff-no-rj
UgzS3psPkpmF69reTMh4AaABAg.AYR-tSm8akvAYR1TC0tj4J,@zainaldarmawan671,Plot twist kata orang2 zaman sekarang😅,7 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_mgVAI1khGB1Ih6vt1jxJljLjnF9dd_qFNwrzHhfsu33uA=s88-c-k-c0x00ffffff-no-rj
UgyMNa1qNdmU71YU9kN4AaABAg,@aga3860,Anjir pidato lgi si omon2...,8 jam yang lalu,1,https://yt3.ggpht.com/ytc/AIdro_nPPRp5kttyIEZ1vFZtysR3GCemWKEEpfawkyFrOi8JBw=s88-c-k-c0x00ffffff-no-rj
UgyK6l-kEiZjrsMSntd4AaABAg,@mobilbekas9682,Gibran itu pak yang bayarin demo,8 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_nA0rZklLuPhgedoC8Z3xpUFBkQkGGOhM9EGvlzoXW9uuE=s88-c-k-c0x00ffffff-no-rj
UgwyMkxMAUb2xhqFQxB4AaABAg,@ajenpriangga,Sudah dikasih tau..dia jangan dikasih mix,6 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_nHNmhgK4mtwlkvbYzWQNsHe7dvV4nJKisK6SmVW8O7u9Pa8T0cWxyinae9f8_eisKzEw=s88-c-k-c0x00ffffff-no-rj
UgxWr2qLM2HiXwjbtHZ4AaABAg,@tombosugito3081,Kayak ini fix . Prabowo dan Jokowi sdh pecah kongsi. Itu stetmen kyk nya nyinggung Gibran itu. Gibran kan manuver trs,6 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_nU87qArQ3ZZT9BD9ii9P5-63DE_8g8zjsrlC4JYBc=s88-c-k-c0x00ffffff-no-rj
UgyYUzPWDI2riVW4Of14AaABAg,@rizkyafriansyah5433,"Apaan sih bayar demo,,, duit gw aja makin sekarat gegara dollar, pada demo lah.",6 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_kNn6ML5JlhLrSoExrtw_OWTxjwv-pPPh8GhTrE49w-bzrwzJrjG1FoMdgRo3BUt4v3Gw=s88-c-k-c0x00ffffff-no-rj
UgxnwSpmqyS_lfzALVJ4AaABAg,@tobisial777,Knp gak di tangkap ? Kalo emang tau ???,7 jam yang lalu,0,https://yt3.ggpht.com/tAnFDdUqJhhsXECOLBy7BLvCuRDnHTHhAliU7e6SHrxiiDlqIegviFkqPAuDGcUeEsrUaPfw=s88-c-k-c0x00ffffff-no-rj
UgyxTsW1Kw7C-aMPse94AaABAg,@heyyuom8398,"Seorang Pemimpin(negarawan) & seorang Politisi itu sangat berbeda d dalam karakter cara ber pidatony"" , seorang pmimpin akan MENEDUHKAN dalam Pidato2ny sedangkan seorang politisi akan selalu mencemoh& mngeluarkan permusuhan& ancaman""",5 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_lVRjiZR53XoVYrLJ50T7rUsEdUHaUhivBMDAel8Lc=s88-c-k-c0x00ffffff-no-rj
UgwAe6rCn-_VmJW3Xw14AaABAg,@monkinggamingsantuy9097,Demo yg dapat wajan +100rb itu demo suruhan sapa ya😅😅😅😅,4 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_m5evfCF_YxC_lDCZai6PdDPi8RLB_PVhrL3a1ARTLFBM2x9-KClsWFWW2FfUzwIrVBkQ=s88-c-k-c0x00ffffff-no-rj
Ugw5pmSirWGaZHALsad4AaABAg,@Regar_Abiyatsa,"Lah yg kemaren mendanai, beri uang 100rb dan panci siapa wooo 😂😂😂😂",8 jam yang lalu,0,https://yt3.ggpht.com/Hr9mblExXl4FvRtLJGDymfIdL2mmHbiN1chlk4VjnFhxYbfXg54fc47jjLbCfLVyH5Ya_DgW=s88-c-k-c0x00ffffff-no-rj
Ugway86oMLx0cVNEiKR4AaABAg,@abdi-kf3wx,yg membayar jelas grombolan sakit hati  nyungsep pilpres,1 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_nCFuQV-3T97ntkQdMZO93iygdhA3e5EBbgzwM1Hh73e8uhkU2un5IN8KiX8Bfjl_HqLA=s88-c-k-c0x00ffffff-no-rj
UgwZtaxszREluaoBFyR4AaABAg,@rambemanis9445,Wowo.lagi nyindir wiwi😅😅😅😅,7 jam yang lalu,0,https://yt3.ggpht.com/dBVGeSXbT1gq3L8hArdtzmfjdAtnTo7s3pqCZajH7heV22D20uOLksHVzsqyC1rbu9ZdCtE3cw=s88-c-k-c0x00ffffff-no-rj
Ugy4zy2bK58KA4xKct54AaABAg,@sigitswatama5464,yang bayar demo dari kerabatnay sendiri,8 jam yang lalu,0,https://yt3.ggpht.com/gKP-QKxk0EOVnx1antactSEYzPRO9AlhYj5ERCTjC5mFtQZXA4nvgqmFfnkqurYGCw_F6ASQFQ=s88-c-k-c0x00ffffff-no-rj
Ugz2cPqk3J7OJOOM38V4AaABAg,@Kadir-j1b,😂😂😂 salah  minum obat,1 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_lstB3YH641mvD7c0F5CsIK1VohS5sGjDHznzqAxeFzDrKoh35mwiEQPb1tQwNdxYWaWA=s88-c-k-c0x00ffffff-no-rj
UgxI4VM7Vic6ko_2giB4AaABAg,@suciptoadi1971,Karena MBG biar jalan terus boz,7 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_mhpdt52gf-ewuMICMSpf58jqqKXetktX-rAgmJkXZktJrVu4vDkBYngfAtIfmb6uJy3w=s88-c-k-c0x00ffffff-no-rj
UgwAUy-J8JyPgHBPDoB4AaABAg,@Noklisavlog,BISANYA 4 X KALAH KARENA GA NGERTI POLITIK  PAK WOWO...SAMPE SKARANG PUN,8 jam yang lalu,0,https://yt3.ggpht.com/dChi7irXi9qHLq5n9JQfh2zMKTqGjbayo-w9KDKObTzstRZCodTORiefVRSKoMaMHDRlyHNpeM4=s88-c-k-c0x00ffffff-no-rj
UgztvaVQTRzUTTMqyF54AaABAg,@BILLYKartajaya,Omonnn omonnnn😂😂😂😂,3 jam yang lalu,0,https://yt3.ggpht.com/zFll4hfwXb9ZI2mBpT7ArguOJ1xBT_1yhvokryY33qLEKezy9Dm8AuvBywV4GCzWmCzBdCuk=s88-c-k-c0x00ffffff-no-rj
UgzonyVzSq6gcWm0it94AaABAg,@Brigademuslim-fd6dn,"tau kok diam gemoy gemoy🤦‍♂️, astagbirullah",2 jam yang lalu,1,https://yt3.ggpht.com/-LawMhmkeyRgadb5H8qJwvwG0m5NXpi4eRcTLSvaf3TFLyEKam3DazMPbbly0Ctl_55zAFRAgbQ=s88-c-k-c0x00ffffff-no-rj
Ugztdf0wnF8oSljnsPN4AaABAg,@rizkiwuldrfaturahman9889,Ngomong apa ini orang,8 jam yang lalu,1,https://yt3.ggpht.com/ytc/AIdro_m4jIDlAZCCpDe7v-rQ97yZyKm-m6zn5_vfEqHL-mJHcgQ=s88-c-k-c0x00ffffff-no-rj
Ugy1cIjdmrP037kRYyZ4AaABAg,@wulanariani,Yg bayar demo Sudah jelas fufu Fafa tangkap adili,7 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_kmZYzKVWQjJAUlnH7IlLfloqTLqWwElYOqabfpVNV6I-jDwgTR-fRhzJ0ofbX0v5rhbA=s88-c-k-c0x00ffffff-no-rj
UgzFM3MTOhkl93cgwPB4AaABAg,@sudarnoto2727,Pak Prabowo yg bayar demo ya tak lain anak buah bapak cari sendiri saja,8 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_mH1C8RnzzBiToM2_5uCR2NjUaPHoO2VQt4q39fZUM=s88-c-k-c0x00ffffff-no-rj
UgxIw2PVcpY9bcJ0VgN4AaABAg,@ChristinaOktora,"Klo kepemimpinan bapak sudah ok,, ga ingkar janji waktu nyalon,  ga mungkin di demo pak",1 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_nEaD_Rk3gYEqhmikjMp7vwgj1kjo_1clhZVFPoWzf4kyAVnj5RvUUogQGgDuScZLz2rA=s88-c-k-c0x00ffffff-no-rj
Ugw11A1KR2uReXdRLrN4AaABAg,@colletcollet3997,Klo SDH tau tinggal di singkirkan dn di hukum jgn hnya ngebacot di podium sj..yg byar wapres dn kpolisian itu sndiri..mreka membuat makar trhadap rkyat dn negara wajib di hukum..Krena mrekalah pngadu domba dn pmecah anak bgsa slama ini..jgn biarkan PKI solo mngusai bngsa ini.,6 jam yang lalu,0,https://yt3.ggpht.com/IhumdDrfr8IpmYW3MoYP8c8NBKkrG5Gfsstq9J_gtNWU83QGzQu4xu84FFhSYVLrCLYoP2pQxw=s88-c-k-c0x00ffffff-no-rj
Ugz0xDf72pS2CTDehn14AaABAg,@sugengrawuh5845,"Yg demo gulingkan Prabowo, perbaikan ekonomi pesanan yahudi Amerika Israel, dan pejabat pengusaha yang terancam kebijakan Prabowo,
klo turunkan harga Pertamax dan koreksi menyeluruh MBG mewakili aspirasi masyarakat.
Jgn sampai kejadian 98 terulang kembali ekonomi sdg bagus 6,7% Indonesia diserang yahudi Amerika Israel dikomandani sorosh 
 rupiah dilemahkan oleh dollar dgn memperalat intelektual, mahasiswa menggulingkan Suharto,sejak itu para aktivis yg demo dan elit parpol memimpin   birokrasi Indonesia mereka berjamaah menggarong APBN APBD., mereka inilah biang kerok demo gulingkan Prabowo.",8 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_kN0vHjIDhTA7B0t2l-8jw4du0Fp3Q4NWDxREtZ0wG6prM4O5dykKEJAxt14lhBl9HMMQ=s88-c-k-c0x00ffffff-no-rj
UgzPtMv86kWfSCo2vIV4AaABAg,@AldiYih,"Mix propon nya buang aja 
Ga ada pungsi nya",8 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_lqybv1ymmQZzV-g7nROuYqYvRtqWJrzgIBL02smStPjjYqrzc547dVBcr4Ak5lP7MDAg=s88-c-k-c0x00ffffff-no-rj
UgyAgqClsDLDr2Z7S2B4AaABAg,@iskandarmuda5431,Omon sebakul 😂,8 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_kcDEMt5ron2byH_IJVSmDfKXEOoxFOLysC6GwUiqaceTA=s88-c-k-c0x00ffffff-no-rj
UgwiP8b3xq1ZooyAXsZ4AaABAg,@UjisuksesSelalu,Yg bayar rakyat kecil mbg itu sangat merugikan rakyat,8 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_k1UVnuEOl73aecre_55iOj102dwvDAm6VAI3NyH121uCD0fUD5FsaQsf-gyIKwdvvyAA=s88-c-k-c0x00ffffff-no-rj
UgzQcs4vae7ayBfiqD94AaABAg,@botoluddin5452,Kyk gn kita disuruh kritik santun... Kritik keras aja GK didengar apalagi santun.,6 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_l0ORonplKh1CjFhNWPAP6nCA-xLscpEld-m4DJa77JIw=s88-c-k-c0x00ffffff-no-rj
Ugx5XPIGwAmoP00Fp7t4AaABAg,@bayuajieprasetyo3626,Kalau yang bayar demo dukung bmg siapa pak?,7 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_m4LbtT20qqPRATnQiJQP8iMdWqnmp0WXSeGfq-eHU=s88-c-k-c0x00ffffff-no-rj
UgwLHkG2bAYohHsZLPp4AaABAg,@AlkaWahyudin,Tahu juga dong pak siapa yang bayar 20 jt kepada mahasiswa UBK yang di undang masuk istana wapres😅,7 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_li0yM6cYLIOWjD11MRFrJBTyO1UpGuxl0HXyI_Shaix_AohWC1X6iVYA2plRVEmtsyaw=s88-c-k-c0x00ffffff-no-rj
UgwE1xh5gdbafevHq314AaABAg,@edosaitama3943,yg bayar 20jt itu ya pak?,8 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_m4d89ZOmW4zBqVBsj8nPznmYDVAy7uo1ACEEZrBAE=s88-c-k-c0x00ffffff-no-rj
Ugyv8C9Nv3uGLyOFoNt4AaABAg,@bagushario7427,"Eaaa... Pidato lagih? 
Saya tau... saya tau...  
Tapi ngga mau nyebutin, omon..omon.. dong 😂😂😂",7 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_nODruoylklqLVsWoSHvd5uVKWYa5VSkBQZxJOkAZA=s88-c-k-c0x00ffffff-no-rj
UgyO_XPxm_DYNcfCaZh4AaABAg,@PatronKlien,sopo sing mbayari mbah ?,9 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_nOWe4S6b29fbPkg93PDibrKRQTYWczUyLo_mKEpzpASZp98SZsf1etvnv92v_B6OhtLA=s88-c-k-c0x00ffffff-no-rj
UgxOuEeLAWCyLmSezwl4AaABAg,@sujasminwicaksono,Partneemu yg bayar pak,9 jam yang lalu,1,https://yt3.ggpht.com/ytc/AIdro_kQmoKU8jutFWahUO7_VzxGZDtZUKEyDA85aZRpQ-gUz-JKqbFVN4C9rKZwBSJ3zld_cg=s88-c-k-c0x00ffffff-no-rj
UgzdgcePkLjG4DGMDGN4AaABAg,@AldiYih,"Pak klu tau mah tangkap aja pak 
Bapak kan yg berkusa d indoesia ini 
Apa pak persiden 
Ga brani nangkap yg  bayar pendemo 
Pak  jangan omon omon terus",8 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_lqybv1ymmQZzV-g7nROuYqYvRtqWJrzgIBL02smStPjjYqrzc547dVBcr4Ak5lP7MDAg=s88-c-k-c0x00ffffff-no-rj
Ugw_slv7c4511JT3N_14AaABAg,@laurentsilaban3732,Yg pasti 20 jt apa 200 jt yg UBK??,8 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_k0NmNmKdXsk8NOH6lFiBI0c9x8mfOuE8jZzC4gJHkiYsk=s88-c-k-c0x00ffffff-no-rj
UgxGcJrcDdSmVpm5fEl4AaABAg,@MuhammadAdona,"Beneran tahu ta paakk..... kok dibiarkan aja, kasih peringatan2 aja.... hedeeeehhh.... omon2 aja paak",5 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_k0PVo4Ayjzf9FlRcdjZAQYBwK430_hLvWlP9jgikQjC65W-ONDWjkk4dykteuHJ96HgQ=s88-c-k-c0x00ffffff-no-rj
Ugx6YCGDhypUXASkSah4AaABAg,@BandotBoncel,Omon omon Mulu katanya tau malah gak di eksekusi aneh 😂😂,3 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_nYQvAmUyrYtkF2soc7ppz6IxaER9_xGSrVZLHiG4eUGMeY1Tl-U5nqn34h_UtOew4GdA=s88-c-k-c0x00ffffff-no-rj
Ugzr3d93iqW4oUczfYp4AaABAg,@achmaddjadjang-gi5sx,Bos!!! Demo dibayar maupun tdk dibayar sah sah saja namanya demokrasi!!! Fokus aja kerja bener jgn terbawa narasi ini itu,7 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_njMp9P5pDrqRaj4oHRodXslSma01EB2tIA4mBbGR7rDJoi92M1smujcI3N84wSKYdkGA=s88-c-k-c0x00ffffff-no-rj
UgwhTXZTeBfxIAD56eZ4AaABAg,@ywanabenk1687,Mantaf bpk ini.. 2 priode pantas. Tp saran jgn dgn si ono lagi 😍😍😍😍,7 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_nA7FSkAwQAdUVXNZteWJ_51HQzJc6NQANMZWosPZk=s88-c-k-c0x00ffffff-no-rj
UgwB56mNzT21N69cJ-x4AaABAg,@ArwinJavaKulit,Ayo berbicara yg sukanya omom omon omon saja,7 jam yang lalu,0,https://yt3.ggpht.com/pxeL6RpOkXN21MkUItfIIchy2Yu-zrhgR83U4OvNEakntQk5Sqdaaz-_bJbgvtvPba1Zz4rhSg=s88-c-k-c0x00ffffff-no-rj
UgxQbIxmOXhEIvDeCWB4AaABAg,@mufidkhanifudin3697,Mbg mesti,8 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_nWBkhs3XZcENi1MSPCdcXzpUjnMm2sZJbVobSifX-nvmmNb8bXfpOmj_RTnLGbL03qbA=s88-c-k-c0x00ffffff-no-rj
UgzWHCdeBiCyCU63eW54AaABAg,@marchiaccckcmcluna9152,Besok pasti partai mersh lsg klarifikasi .. kami bukan dalangnya 😁😁,7 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_kRix2jk_uBdxLnmm1oajMGxyUDmkGrNUXUe6k227Gr5Q=s88-c-k-c0x00ffffff-no-rj
UgzHrYfM-XTH1cbTUPB4AaABAg,@ratnairawati5439,"BBM + bhn mkn an.. naik kok sejahtera...
Kata nya mau import beras dr USA..., kmrn ketemu Trump..., LBH murah kali KLO jauh² begitu.  KLO import dr:  Thailand, India, Vietnam mahal ya Pak..
Udah ngurus pertanian TPI hrg bhn mkn msh mahal dan demo²...omon²...",3 jam yang lalu (diedit),0,https://yt3.ggpht.com/ytc/AIdro_kOCKFjroLrLYIie4-_UY-EgjaLIOKtmeLgbhAZpE2XI3Q=s88-c-k-c0x00ffffff-no-rj
Ugy0oxIBxTYIsvugG9h4AaABAg,@SupriYato-p1q,"Saya dulu jjur pilih 02..kebijakan /program bapak sangat bagus.. Cuma kalau buat program buat UUD perampasan aset /hukuman mati.. Jdi program bapak ngk di acak"" Sama koruptor... Dr merdeka 45 Manusia indonesia ngk ada yg kelaparan sampai saat ini.. Tp sengsara hancur indonesia gara"" Koruptor.",1 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_neAWLH7sZOed0nxggmhltv1elkeHlOQumeJrdVd-uJprIR_0tQYDxrh34wywukW1kbeQ=s88-c-k-c0x00ffffff-no-rj
